,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2166,Honda City i-VTEC V,Delhi,2014,55818,Petrol,Manual,Second,17.4 kmpl,1497 CC,117.3 bhp,5.0,5.7
2167,Maruti Celerio LXI,Kolkata,2015,30458,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5.0,2.99
2168,Maruti Dzire AMT ZDI Plus,Pune,2017,41747,Diesel,Automatic,First,28.4 kmpl,1248 CC,73.75 bhp,5.0,9.0
2169,Honda City i VTEC VX Option,Mumbai,2015,42366,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,7.75
2170,Mahindra XUV500 W8 4WD,Kochi,2014,63288,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,7.77
2171,BMW 3 Series 320d,Chennai,2009,137000,Diesel,Automatic,Second,13.2 kmpl,1995 CC,170 bhp,5.0,9.0
2172,Hyundai Verna Transform VTVT,Pune,2010,51000,Petrol,Manual,First,16.2 kmpl,1599 CC,103.2 bhp,5.0,3.1
2173,Hyundai Grand i10 Sportz,Mumbai,2013,26000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,3.75
2174,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2011,136490,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,9.8
2175,Toyota Etios VX,Coimbatore,2016,33415,Petrol,Manual,First,16.78 kmpl,1496 CC,88.73 bhp,5.0,6.58
2176,Maruti Wagon R AMT VXI,Jaipur,2016,68630,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5.0,3.87
2177,Toyota Etios Liva 1.2 G,Ahmedabad,2014,53000,Petrol,Manual,First,17.71 kmpl,1197 CC,78.9 bhp,5.0,3.9
2178,Maruti Swift VDI BSIV,Ahmedabad,2017,49224,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,6.0
2179,Hyundai Verna 1.6 CRDi SX,Kolkata,2017,25000,Diesel,Manual,First,23.9 kmpl,1582 CC,126.2 bhp,5.0,8.65
2180,Hyundai i20 Sportz Option,Chennai,2012,50000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,4.0
2181,Tata Indigo CS LX (TDI) BS III,Chennai,2009,167000,Diesel,Manual,Second,19.09 kmpl,1396 CC,69 bhp,5.0,2.7
2182,Maruti Swift VDI,Pune,2018,30000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,6.0
2183,Honda City 1.5 V AT,Delhi,2010,62000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5.0,3.55
2184,Tata Zest Revotron 1.2 XT,Kolkata,2015,7445,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5.0,5.0
2185,Hyundai i10 Sportz 1.1L,Kolkata,2016,7200,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,3.59
2186,Audi A4 2.0 TDI 177 Bhp Premium Plus,Chennai,2014,70000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,18.0
2187,Maruti SX4 ZDI,Kochi,2012,77407,Diesel,Manual,Second,21.5 kmpl,1248 CC,88.8 bhp,5.0,3.53
2188,Mahindra XUV500 W10 2WD,Delhi,2015,62000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,10.25
2189,Volkswagen Ameo 1.5 TDI Highline AT,Coimbatore,2017,22440,Diesel,Automatic,First,22.0 kmpl,1498 CC,108.495 bhp,5.0,8.89
2190,BMW 5 Series 2007-2010 525d Sedan,Delhi,2012,49000,Diesel,Automatic,Second,16.73 kmpl,2495 CC,218 bhp,5.0,15.5
2191,Hyundai Grand i10 Sportz,Kolkata,2013,29000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,3.2
2192,Maruti Swift VDI,Hyderabad,2013,53996,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,5.45
2193,Mahindra Bolero SLE BSIII,Pune,2007,92000,Diesel,Manual,First,13.6 kmpl,2523 CC,63 bhp,7.0,2.7
2194,Honda Amaze V Petrol,Kochi,2016,40866,Petrol,Manual,First,19.5 kmpl,1199 CC,86.76 bhp,5.0,5.47
2195,Hyundai Grand i10 1.2 CRDi Magna,Kolkata,2017,14000,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,5.0,4.9
2196,Ford Mustang V8,Kochi,2018,21290,Petrol,Automatic,First,13.0 kmpl,4951 CC,395 bhp,4.0,56.8
2197,Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2015,39000,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,34.0
2198,Maruti Wagon R VXI,Coimbatore,2015,43053,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,4.65
2199,Mahindra Ssangyong Rexton RX7,Delhi,2013,66372,Diesel,Automatic,First,11.18 kmpl,2696 CC,184 bhp,7.0,10.5
2200,BMW X1 sDrive 20d Exclusive,Pune,2014,54385,Diesel,Automatic,Second,15.06 kmpl,1995 CC,177 bhp,5.0,17.0
2201,Volvo S80 2006-2013 D5,Chennai,2010,92098,Diesel,Automatic,Second,16.0 kmpl,2400 CC,215 bhp,5.0,7.25
2202,Mercedes-Benz S Class 2005 2013 S 350 CDI,Coimbatore,2017,56451,Diesel,Automatic,First,13.5 kmpl,2987 CC,282 bhp,5.0,62.81
2203,Honda Brio VX AT,Coimbatore,2016,37300,Petrol,Automatic,Second,16.5 kmpl,1198 CC,86.8 bhp,5.0,6.46
2204,Skoda Fabia 1.2 Petrol Active,Jaipur,2010,72000,Petrol,Manual,First,16.25 kmpl,1198 CC,73.9 bhp,5.0,2.21
2205,Porsche Panamera Diesel,Bangalore,2013,19828,Diesel,Automatic,Second,17.85 kmpl,2967 CC,300 bhp,4.0,75.0
2206,Maruti Swift Dzire VXi,Chennai,2012,49000,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5.0,4.9
2207,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Mumbai,2014,61000,Diesel,Automatic,Second,16.96 kmpl,1968 CC,138.03 bhp,5.0,8.25
2208,Maruti SX4 ZXI MT BSIV,Mumbai,2012,51800,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5.0,3.9
2209,Toyota Corolla Altis Diesel D4DG,Coimbatore,2014,72022,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5.0,9.23
2210,Volkswagen Ameo 1.2 MPI Comfortline,Ahmedabad,2017,55000,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5.0,4.7
2211,Hyundai Elantra CRDi SX AT,Ahmedabad,2016,22000,Diesel,Automatic,First,19.5 kmpl,1582 CC,126.24 bhp,5.0,16.0
2212,Toyota Fortuner 4x4 MT TRD Sportivo,Delhi,2013,69000,Diesel,Manual,First,12.55 kmpl,2982 CC,169 bhp,7.0,14.45
2213,BMW 3 Series 320d Luxury Line,Delhi,2019,87000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,6.67
2214,Skoda Laura 1.8 TSI Ambiente,Pune,2011,31900,Petrol,Manual,First,13.4 kmpl,1798 CC,157.8 bhp,5.0,3.75
2215,Skoda Fabia 1.4 TDI Active,Mumbai,2009,86000,Diesel,Manual,First,19.4 kmpl,1422 CC,70 bhp,5.0,2.75
2216,Maruti Celerio ZXI Optional,Hyderabad,2017,26400,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5.0,4.99
2217,Hyundai Xcent 1.2 Kappa AT S Option,Ahmedabad,2014,69000,Petrol,Automatic,First,16.9 kmpl,1197 CC,81.86 bhp,5.0,5.25
2218,Honda City 1.3 EXI,Ahmedabad,2002,85000,Petrol,Manual,First,13.0 kmpl,1343 CC,90 bhp,5.0,1.2
2219,Tata Indica Vista Quadrajet LS,Chennai,2012,65932,Diesel,Manual,Second,22.3 kmpl,1248 CC,74 bhp,5.0,1.95
2220,Mahindra XUV500 W8 2WD,Coimbatore,2013,130790,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,9.24
2221,Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,Coimbatore,2011,108905,Diesel,Automatic,Second,11.79 kmpl,2179 CC,120 bhp,8.0,6.21
2222,Hyundai i10 Sportz 1.2,Chennai,2010,77000,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5.0,2.1
2223,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,26927,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.39
2224,Hyundai Verna 1.4 EX,Chennai,2013,79000,Diesel,Manual,First,23.5 kmpl,1396 CC,88.7 bhp,5.0,6.5
2225,Toyota Fortuner 2.8 2WD AT,Delhi,2017,40000,Diesel,Automatic,First,12.9 kmpl,2755 CC,174.5 bhp,7.0,30.0
2226,BMW 3 Series 320d,Hyderabad,2013,48183,Diesel,Automatic,First,13.2 kmpl,1995 CC,170 bhp,5.0,20.99
2227,Toyota Innova 2.0 G1,Chennai,2006,230000,Petrol,Manual,Third,12.4 kmpl,1998 CC,132 bhp,8.0,4.5
2228,Toyota Fortuner 4x2 Manual,Delhi,2013,71000,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7.0,15.25
2229,Maruti Alto LXi BSIII,Kochi,2012,14814,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5.0,2.47
2230,Renault KWID RXT,Kolkata,2017,25000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,2.99
2231,Honda Amaze S i-Dtech,Pune,2014,71000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5.0,4.5
2232,Toyota Corolla Altis 1.8 G,Bangalore,2016,16471,Petrol,Manual,Second,14.28 kmpl,1798 CC,138.03 bhp,5.0,11.5
2233,Mercedes-Benz New C-Class 250 CDI Classic,Hyderabad,2012,41367,Diesel,Automatic,First,15.8 kmpl,2148 CC,170 bhp,5.0,18.49
2234,Skoda Rapid 1.5 TDI Ambition,Mumbai,2012,54500,Diesel,Manual,First,21.13 kmpl,1498 CC,108.4 bhp,5.0,4.1
2235,Ambassador Classic Nova Diesel,Chennai,2003,80000,Diesel,Manual,Third,12.8 kmpl,1489 CC,35.5 bhp,5.0,1.35
2236,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Mumbai,2011,36000,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,5.0,10.15
2237,Honda Accord VTi-L MT,Mumbai,2007,86000,Petrol,Manual,Third,11.9 kmpl,2354 CC,144 bhp,5.0,1.85
2238,Honda City i DTEC VX Option,Pune,2014,71000,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5.0,7.45
2239,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Jaipur,2014,59364,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5.0,26.5
2240,Chevrolet Spark 1.0 LS,Kolkata,2011,21000,Petrol,Manual,Second,18.0 kmpl,995 CC,62 bhp,5.0,0.95
2241,Chevrolet Aveo 1.4 LT ABS BSIV,Pune,2010,80000,Petrol,Manual,First,14.49 kmpl,1399 CC,92.7 bhp,5.0,1.79
2242,Volkswagen Vento Petrol Trendline,Bangalore,2012,52000,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5.0,5.45
2243,Jaguar XJ 3.0L Premium Luxury,Hyderabad,2012,50000,Diesel,Automatic,First,12.9 kmpl,2993 CC,271.23 bhp,4.0,45.0
2244,Volkswagen Polo GT TSI,Mumbai,2014,20364,Petrol,Automatic,Second,17.21 kmpl,1197 CC,103.6 bhp,5.0,5.2
2245,Maruti Ertiga VDI,Delhi,2017,65000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,7.65
2246,Mahindra XUV500 W8 2WD,Mumbai,2012,32792,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,7.9
2247,Hyundai i20 Magna,Delhi,2012,54000,Petrol,Manual,First,18.5 kmpl,1197 CC,82.85 bhp,5.0,3.3
2248,Nissan Micra XV Primo,Kolkata,2011,43000,Petrol,Manual,First,18.06 kmpl,1198 CC,75 bhp,5.0,2.13
2249,Toyota Innova 2.5 G4 Diesel 8-seater,Delhi,2011,65000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,6.4
2250,BMW 5 Series 520d Luxury Line,Ahmedabad,2010,46000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5.0,16.5
2251,Ford Endeavour 3.0L 4X4 AT,Mumbai,2010,78000,Diesel,Automatic,Second,11.4 kmpl,2953 CC,153.86 bhp,7.0,5.34
2252,Maruti Alto K10 2010-2014 VXI,Hyderabad,2012,46004,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5.0,2.4
2253,Mahindra KUV 100 G80 K6 Plus 5Str,Kolkata,2017,43000,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,5.0,4.5
2254,Chevrolet Beat LS,Kolkata,2015,120000,Petrol,Manual,First,18.6 kmpl,1199 CC,76.8 bhp,5.0,2.5
2255,Maruti Wagon R LXI,Jaipur,2006,145000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,1.15
2256,Maruti Vitara Brezza ZDi Plus,Hyderabad,2017,39000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,9.49
2257,Volkswagen Polo Petrol Highline 1.2L,Kolkata,2011,43000,Petrol,Manual,Second,16.47 kmpl,1198 CC,73.9 bhp,5.0,2.1
2258,Ford Figo Diesel ZXI,Coimbatore,2013,65287,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,4.45
2259,Volkswagen Vento 1.5 TDI Comfortline,Coimbatore,2014,56658,Diesel,Manual,First,20.64 kmpl,1498 CC,108.5 bhp,5.0,5.39
2260,Land Rover Discovery Sport SD4 HSE Luxury 7S,Hyderabad,2016,62000,Diesel,Automatic,First,12.51 kmpl,2179 CC,187.7 bhp,7.0,44.5
2261,Audi A4 35 TDI Premium,Coimbatore,2016,39237,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,25.64
2262,Maruti Ciaz 1.3 S,Bangalore,2016,23988,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,7.75
2263,Honda City i DTEC VX,Jaipur,2015,66339,Diesel,Manual,Second,25.1 kmpl,1498 CC,98.6 bhp,5.0,6.9
2264,Hyundai i10 Sportz,Hyderabad,2012,53000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,3.2
2265,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,2017,33900,Diesel,Automatic,First,15.0 kmpl,2143 CC,204 bhp,5.0,37.0
2266,Hyundai Verna VTVT 1.6 SX,Kolkata,2018,5000,Petrol,Manual,First,17.0 kmpl,1591 CC,121.3 bhp,5.0,8.7
2267,Mitsubishi Pajero 2.8 SFX BSIII Dual Tone,Kochi,2013,48272,Diesel,Manual,First,10.5 kmpl,2835 CC,116.9 bhp,6.0,11.82
2268,Ford Fiesta Classic 1.4 Duratorq CLXI,Hyderabad,2012,107000,Diesel,Manual,First,17.8 kmpl,1399 CC,67 bhp,5.0,3.0
2269,Hyundai Santro Xing XG eRLX Euro III,Kochi,2007,58815,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5.0,1.99
2270,Mitsubishi Lancer GLXD,Chennai,2003,125000,Diesel,Manual,Third,14.8 kmpl,1998 CC,68 bhp,5.0,3.0
2271,Skoda Octavia Rider Classic 1.9 TDI,Hyderabad,2005,105000,Diesel,Manual,First,18.7 kmpl,1896 CC,66 bhp,5.0,1.99
2272,Toyota Innova 2.5 V Diesel 8-seater,Chennai,2016,50000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,15.65
2273,Skoda Rapid 1.5 TDI AT Elegance,Delhi,2015,55000,Diesel,Automatic,Second,21.66 kmpl,1498 CC,103.52 bhp,5.0,5.7
2274,Mercedes-Benz E-Class 280 CDI,Hyderabad,2009,85000,Diesel,Automatic,First,11.0 kmpl,2987 CC,198.5 bhp,5.0,9.99
2275,Ford Ikon 1.3 Flair,Coimbatore,2008,59833,Petrol,Manual,Fourth & Above,13.8 kmpl,1299 CC,70 bhp,5.0,1.97
2276,Skoda Superb Elegance 1.8 TSI AT,Mumbai,2009,35000,Petrol,Automatic,Second,13.7 kmpl,1798 CC,157.75 bhp,5.0,4.45
2277,Maruti Alto LXi,Hyderabad,2007,52195,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,1.75
2278,Ford Figo Diesel EXI,Delhi,2014,45001,Diesel,Manual,Second,20.0 kmpl,1399 CC,68.05 bhp,5.0,2.55
2279,Hyundai i20 1.4 Asta,Chennai,2017,12000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,7.3
2280,Toyota Corolla Altis Diesel D4DG,Kochi,2013,74290,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5.0,5.87
2281,Hyundai i10 Sportz,Pune,2014,90000,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5.0,2.8
2282,Mahindra Xylo D2 BS III,Ahmedabad,2010,91596,Diesel,Manual,First,14.95 kmpl,2489 CC,93.7 bhp,7.0,1.85
2283,Ford Figo Petrol EXI,Coimbatore,2013,60328,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5.0,4.54
2284,Toyota Innova 2.5 G (Diesel) 7 Seater,Ahmedabad,2016,90000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,10.9
2285,Fiat Grande Punto EVO 1.3 Active,Pune,2014,74500,Diesel,Manual,First,21.2 kmpl,1248 CC,75 bhp,5.0,3.3
2286,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Kolkata,2011,70000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,6.0
2287,Hyundai i10 Magna AT,Bangalore,2008,58483,Petrol,Automatic,Second,19.2 kmpl,1197 CC,80 bhp,5.0,2.95
2288,Honda Amaze VX AT i-Vtech,Hyderabad,2014,57937,Petrol,Automatic,First,15.5 kmpl,1198 CC,86.7 bhp,5.0,5.4
2289,BMW X5 3.0d,Chennai,2009,110000,Diesel,Automatic,First,11.0 kmpl,2993 CC,235 bhp,5.0,18.0
2290,Hyundai i10 Magna 1.1,Kochi,2017,52340,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,4.04
2291,Maruti Swift 1.3 LXI,Pune,2011,24255,Petrol,Manual,First,16.1 kmpl,,,,3.15
2292,Hyundai Grand i10 CRDi Magna,Kochi,2016,57738,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,5.04
2293,Chevrolet Optra Magnum 1.6 LS Petrol,Jaipur,2007,118000,Petrol,Manual,First,12.9 kmpl,1598 CC,102.5 bhp,5.0,1.35
2294,BMW 5 Series 2013-2017 530d M Sport,Kochi,2015,65266,Diesel,Automatic,First,14.69 kmpl,2993 CC,258 bhp,5.0,31.75
2295,Hyundai EON Era,Hyderabad,2011,68128,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,2.3
2296,Maruti Ritz LXi,Mumbai,2016,12000,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5.0,3.65
2297,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Pune,2014,100000,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5.0,25.0
2298,Honda City 1.5 S MT,Hyderabad,2012,67635,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,5.25
2299,Hyundai Creta 1.6 SX,Delhi,2016,69000,Petrol,Manual,First,15.8 kmpl,1591 CC,121.3 bhp,5.0,9.7
2300,Audi A4 New 2.0 TDI Multitronic,Delhi,2012,69000,Diesel,Automatic,Second,15.2 kmpl,1968 CC,140.8 bhp,5.0,10.25
2301,Audi Q3 35 TDI Quattro Premium,Chennai,2015,28000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,23.75
2302,Maruti Ertiga ZDI,Bangalore,2015,74000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7.0,8.75
2303,Maruti Swift VDI BSIV,Coimbatore,2014,44282,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,5.99
2304,Hyundai Santro Xing GLS,Bangalore,2008,46000,Petrol,Manual,Second,17.92 kmpl,1086 CC,62.1 bhp,5.0,2.22
2305,Volkswagen Vento Petrol Trendline,Mumbai,2011,58000,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5.0,3.0
2306,Hyundai Creta 1.6 CRDi SX Option,Coimbatore,2017,60083,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,13.78
2307,Maruti Swift VDI BSIV,Jaipur,2014,71000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,4.8
2308,Land Rover Range Rover 2.2L Prestige,Coimbatore,2014,64557,Diesel,Automatic,Second,12.7 kmpl,2179 CC,187.7 bhp,5.0,29.93
2309,Ford Figo Diesel Titanium,Chennai,2011,169000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,2.5
2310,Hyundai Santa Fe 4X4,Coimbatore,2013,67901,Diesel,Manual,First,14.66 kmpl,2199 CC,194.3 bhp,7.0,8.38
2311,Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,13414,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,30.77
2312,Jaguar XF 2.2 Litre Luxury,Kolkata,2014,18000,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,25.7
2313,Jaguar XF 2.2 Litre Luxury,Kochi,2016,13418,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,33.63
2314,Maruti 800 Std BSIII,Jaipur,2004,12000,Petrol,Manual,Second,16.1 kmpl,796 CC,37 bhp,4.0,0.45
2315,Tata Xenon XT EX 4X2,Pune,2014,85000,Diesel,Manual,First,13.49 kmpl,2179 CC,138.03 bhp,5.0,3.5
2316,Hyundai Grand i10 Sportz,Mumbai,2017,8500,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,5.0,4.8
2317,Mercedes-Benz New C-Class 230 Avantgarde,Hyderabad,2009,29000,Petrol,Automatic,Second,11.7 kmpl,1796 CC,178 bhp,5.0,10.0
2318,Mahindra Bolero SLX 2WD,Bangalore,2006,193000,Diesel,Manual,Third,13.6 kmpl,2523 CC,63 bhp,7.0,2.5
2319,Volkswagen Jetta 2007-2011 2.0 TDI Trendline,Chennai,2012,55000,Diesel,Manual,First,15.0 kmpl,1896 CC,105 bhp,5.0,9.5
2320,Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2014,57773,Diesel,Automatic,Second,17.11 kmpl,1968 CC,174.33 bhp,5.0,20.04
2321,Skoda Rapid 1.6 MPI AT Style,Kochi,2018,21488,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.52 bhp,5.0,9.72
2322,Ford Figo 2015-2019 1.2P Titanium MT,Kochi,2017,23977,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,5.0,5.38
2323,Chevrolet Tavera LT 9 Str BS IV,Kolkata,2012,67132,Diesel,Manual,First,13.58 kmpl,2499 CC,78 bhp,9.0,4.75
2324,Hyundai Grand i10 1.2 CRDi Sportz,Chennai,2018,48000,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,5.0,5.95
2325,Hyundai Getz GLS,Pune,2005,86000,Petrol,Manual,Second,15.3 kmpl,1341 CC,83 bhp,5.0,0.45
2326,Hyundai i20 Sportz Option,Delhi,2013,48454,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,5.0,3.5
2327,Hyundai i10 Magna,Ahmedabad,2014,51000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,3.75
2328,Tata Sumo Delux,Hyderabad,2000,158000,Diesel,Manual,Second,14.07 kmpl,2956 CC,83.1 bhp,7.0,1.5
2329,Maruti Baleno Delta 1.3,Delhi,2017,33000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5.0,6.96
2330,Maruti Ertiga ZDI,Mumbai,2016,33000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,8.5
2331,Maruti Swift Ldi BSIII,Pune,2009,80000,Diesel,Manual,Fourth & Above,17.8 kmpl,1248 CC,75 bhp,5.0,2.15
2332,Skoda Rapid 1.5 TDI AT Elegance,Coimbatore,2016,46630,Diesel,Automatic,First,21.66 kmpl,1498 CC,103.52 bhp,5.0,8.59
2333,Mercedes-Benz M-Class ML 350 CDI,Hyderabad,2012,83000,Diesel,Automatic,First,11.74 kmpl,2987 CC,254.8 bhp,5.0,36.0
2334,Hyundai Creta 1.6 VTVT E Plus,Bangalore,2017,26246,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5.0,10.75
2335,Ford Aspire Ambiente Diesel,Kolkata,2018,17000,Diesel,Manual,First,26.1 kmpl,1498 CC,99 bhp,5.0,5.65
2336,Honda City i DTec SV,Delhi,2015,33000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,7.0
2337,Honda Amaze S AT i-Vtech,Pune,2014,49112,Petrol,Automatic,Second,15.5 kmpl,1198 CC,86.7 bhp,5.0,3.79
2338,Honda City 1.5 V AT,Kochi,2014,60952,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5.0,5.91
2339,Hyundai Verna 1.6 SX VTVT,Bangalore,2014,45000,Petrol,Manual,Second,17.01 kmpl,1591 CC,121.3 bhp,5.0,6.75
2340,Toyota Fortuner 3.0 Diesel,Hyderabad,2016,99593,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,23.5
2341,Honda City 1.5 EXI,Jaipur,2005,123000,Petrol,Manual,Third,13.0 kmpl,1493 CC,100 bhp,5.0,1.1
2342,Tata Indigo eCS GLX,Pune,2010,70500,Petrol,Manual,First,15.64 kmpl,1193 CC,64.1 bhp,5.0,1.5
2343,Hyundai Grand i10 CRDi Magna,Delhi,2014,45000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,3.49
2344,Maruti Wagon R LXI Optional,Kolkata,2016,4800,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,3.6
2345,BMW 3 Series 2005-2011 325i Sedan,Bangalore,2009,70521,Petrol,Automatic,Second,10.9 kmpl,2497 CC,215 bhp,5.0,10.3
2346,Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,60000,Diesel,Manual,First,19.64 kmpl,1461 CC,108.45 bhp,5.0,7.5
2347,Jaguar XF 3.0 Litre S Premium Luxury,Kolkata,2012,29000,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5.0,20.0
2348,Honda Jazz VX Diesel,Mumbai,2016,38000,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5.0,6.21
2349,Hyundai i10 Sportz,Kochi,2016,21456,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,4.55
2350,Maruti Ritz ZXi,Mumbai,2014,59451,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5.0,3.69
2351,Toyota Corolla Altis D-4D J,Kolkata,2015,45000,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5.0,7.35
